./test
0 , 1 , -0.185704
1 , 0.995011 , -0.0687218
2 , 0.980071 , 0.0489516
3 , 0.955345 , 0.166141
4 , 0.921066 , 0.281665
5 , 0.877591 , 0.372534
6 , 0.825341 , 0.48163
7 , 0.76485 , 0.562458
8 , 0.696709 , 0.661238
9 , 0.621615 , 0.728077
10 , 0.540306 , 0.813105
11 , 0.4536 , 0.862472
12 , 0.362358 , 0.930895
13 , 0.267501 , 0.959858
14 , 0.169968 , 1.00954
15 , 0.070737 , 1.0158
16 , -0.0292015 , 1.04541
17 , -0.128844 , 1.02732
18 , -0.227203 , 1.03642
19 , -0.323293 , 0.992927
20 , -0.41615 , 0.981951
21 , -0.504851 , 0.912445
22 , -0.588506 , 0.882789
23 , -0.666283 , 0.786729
24 , -0.737398 , 0.740678
25 , -0.80115 , 0.61685
26 , -0.856894 , 0.557592
27 , -0.90408 , 0.40227
28 , -0.942227 , 0.333874
29 , -0.970966 , 0.135456
30 , -0.989999 , 0.0630087
31 , -0.999143 , -0.221219
32 , -0.998297 , -0.291023
33 , -0.987483 , -0.991366
34 , -0.966801 , -1.04518
35 , -0.936459 , -0.4551
36 , -0.89676 , -0.497102
37 , -0.848102 , -0.32299
38 , -0.790969 , -0.357858
39 , -0.725934 , -0.262463
40 , -0.653645 , -0.291768
41 , -0.574825 , -0.227668
42 , -0.490261 , -0.252239
43 , -0.4008 , -0.203907
44 , -0.307333 , -0.224273
45 , -0.210796 , -0.184814
46 , -0.112153 , -0.201382
47 , -0.0123885 , -0.167213
48 , 0.0874989 , -0.180342
49 , 0.186513 , -0.149441
50 , 0.283662 , -0.159488
51 , 0.377977 , -0.130681
52 , 0.468517 , -0.138015
53 , 0.554375 , -0.110633
54 , 0.634693 , -0.11565
55 , 0.70867 , -0.0893493
56 , 0.775566 , -0.09247
57 , 0.834714 , -0.0671265
58 , 0.88552 , -0.0687912
59 , 0.92748 , -0.0444311
60 , 0.960171 , -0.0450917
61 , 0.98327 , -0.0218414
62 , 0.996543 , -0.021951
63 , 0.999861 , 1.14739e-06
